totmou;totrev;creditcd;eqpdays;Customer_ID
1123426833;672369;Y;182;1000364
3480;94838;Y;819;1014566
892;30922;Y;201;1096813
3632;37468;Y;326;1058866
13477;105866;N;298;1057397
4306;87248;N;144;1020346
8013;119655;Y;323;1099419
12585;163948;N;49;1057235
16647;104425;Y;327;1042425
4311;33862;Y;194;1092166
1907;3082;N;190;1085745
6051;85291;Y;585;1027715
2889;62973;Y;603;1025935
25302;295819;Y;391;1010594
8266;2450;N;505;1038344
4536;76084;Y;405;1026070
2119;31195;Y;323;1069489
6409;65215;Y;639;1028927
2378;51236;N;240;1084867
1319;30362;Y;327;1058497
21425;145951;Y;10;1053711
5998;122352;Y;704;1013168
8385;119954;Y;658;1021721
515;47885;Y;426;1070062
3007;60027;Y;89;1049853
4464;72706;Y;649;1008918
5699;67492;Y;471;1053356
11403;102498;N;135;1057949
11570;155542;Y;174;1023045
4311;95824;Y;112;1023223
5055;64304;Y;581;1041354
7025;155268;N;438;1016878
2004;84903;Y;1135;1003541
11772;116047;Y;227;1037947
1847;88218;Y;337;1017480
3211;31653;N;236;1095788
15132;13243;N;282;1066522
9727;5678;N;4;1096894
462;52716;N;54;1058126
2635;104589;Y;213;1011970
5050;84425;Y;861;1014770
4420;80163;Y;602;1039207
5163;51862;N;433;1059003
5364;5118;;243;1092015
3625;75209;Y;219;1029496
14669;192038;Y;667;1004889
6718;105516;Y;462;1006770
7347;122843;Y;660;1026389
249;24349;Y;498;1058260
545;29893;N;181;1097609
2630;89974;Y;323;1004401
4911;53888;N;331;1076535
4641;76857;N;438;1068379
1443;29149;Y;364;1070317
4162065667;49874;Y;395;1000182
10850;142955;Y;472;1053160
4337;7186;Y;403;1056256
10399;136981;N;586;1040880
7888;105259;Y;292;1062973
1913;112477;Y;603;1045415
12521;125795;Y;309;1082948
3762;64505;Y;188;1033464
19755;206493;Y;90;1014231
3425;74122;Y;500;1044990
5115;104966;N;100;1068699
1637;2822;N;397;1075357
7410;105412;Y;220;1068286
5264;71932;Y;66;1040614
6442;124787;Y;924;1007947
12089;117617;Y;545;1040349
32421;396967;Y;5;1016493
839;64008;Y;1078;1005582
1052;67069;Y;882;1009667
5576;103835;Y;72;1082353
4106;75318;N;407;1068795
19962;154642;Y;186;1046917
3173;41025;Y;46;1093889
8677;109578;Y;452;1066450
5936;115898;Y;33;1030016
29634;180272;Y;272;1002253
17684;149056;Y;252;1033412
5545;8916;Y;571;1030379
5674;75847;Y;456;1065807
809;16082;Y;225;1089092
11038;54139;N;286;1076443
8460;108146;Y;684;1037467
11368;139914;Y;469;1041717
3021;35327;Y;13;1073501
4660;114496;N;233;1051120
3754;166904;Y;535;1004977
1124;13108;Y;379;1068116
2481;40181;Y;355;1064832
5867;114342;Y;166;1035991
2462;45255;Y;428;1060075
1514;108846;Y;1411;1001393
3649;27368;Y;12;1031712
15287;160721;N;48;1098967
2948;4688;Y;565;1032262
2807;69967;Y;281;1077572
471;26666;Y;444;1056875
1911;65137;Y;575;1048312
1047;74692;Y;801;1018618
21636;185792;N;168;1000629
16744;12336;N;494;1059094
3327;55466;Y;405;1063903
22019;197756;Y;370;1038746
18315;194208;Y;1031;1003929
9527;133821;N;204;1017063
1343;30359;N;219;1093778
1299;39412;N;198;1084267
3722;128353;Y;939;1006912
6016;17275;Y;270;1068225
16026;21398;N;370;1037203
292;30587;Y;272;1067841
34734;494448;Y;1174;1002389
1327;2197;N;128;1074532
4622;76276;Y;397;1049346
3333;82821;Y;802;1018477
11166;122401;N;41;1039036
11395;79536;N;507;1049056
4202;49976;Y;24;1032259
1225;83306;Y;740;1015412
6298;15393;Y;723;1016409
10289;133009;Y;245;1024942
2115;31392;N;278;1067164
14739;134722;N;86;1057531
10652;5672;Y;672;1032525
9276;95091;N;376;1061224
2936;31306;Y;248;1086463
2858;74879;Y;434;1045411
5539;17024;Y;762;1026909
3587;7287;Y;477;1040936
3041;5384;N;258;1047836
10151;1344;Y;374;1020575
10565;90676;Y;353;1072030
8880;133345;N;332;1056542
9123;152306;Y;613;1034177
17526;135812;Y;204;1038276
4416;78176;Y;237;1073263
16331;48065;Y;299;1073559
24188;337079;Y;124;1068059
5851;71389;Y;145;1080375
3668;53055;Y;453;1043498
2114;45302;Y;367;1084162
2422;79836;Y;653;1022047
7082;80101;N;303;1084795
10040;46708;N;291;1093046
28004;263117;Y;323;1060375
1733;110877;N;272;1021471
6081;58897;Y;310;1052637
3278;37385;Y;213;1096433
9278;101025;N;521;1042819
3297;77422;Y;90;1099647
1935428333;304467;N;685;1000895
16920;168697;N;687;1028569
2857;37339;Y;429;1045975
14703;150226;N;956;1010807
13269;158628;Y;711;1022327
1725;56971;Y;575;1029522
5080;100349;N;560;1033351
3516;38717;N;216;1093926
2790;89234;Y;711;1025968
1497;77025;N;424;1060895
2033;9619;Y;859;1012766
18044;131678;Y;300;1016414
39123;612084;Y;630;1014674
825;53614;Y;885;1099154
2868;69183;Y;297;1085906
5063;122961;Y;333;1098211
5635;103505;N;86;1040689
759;4285;Y;633;1036349
5871;84887;N;386;1067094
14031;80672;Y;238;1092360
16092;146588;N;307;1067073
9830;145189;Y;185;1024144
3545;43501;Y;240;1073015
8373;123435;;144;1084770
6028;89188;Y;311;1071327
19597;267556;Y;133;1002643
1968;86998;Y;1035;1007817
8152;110653;Y;526;1014604
3033;41349;N;326;1077783
11308;11817;N;366;1037464
6329;77696;Y;735;1014821
3900;228237;Y;197;1000820
5614;62418;N;345;1043632
13557;159136;Y;452;1015091
391;37702;Y;802;1018510
9514;165546;N;387;1050570
3047;21705;N;198;1084182
10987;127709;Y;220;1019104
10290;1898;N;199;1014024
12586;179791;Y;699;1003986
3442;51554;Y;210;1079827
4578;72815;N;569;1031135
15241;139587;Y;148;1008514
8112;51916;N;204;1091281
2779;96853;Y;737;1031279
721;70267;Y;598;1039589
15092;69698;Y;32;1094918
10007;121959;Y;645;1035336
13468;163489;Y;742;1020084
7910;101384;N;314;1061260
9532;109813;Y;265;1069002
22432;201277;Y;969;1005596
14679;198117;Y;13;1002958
5165;9485;Y;381;1028045
7937;74173;N;5;1088201
3880;61487;Y;337;1067484
1904;73945;Y;875;1009899
3616;65925;Y;401;1048833
3071;66549;Y;300;1098337
501;87294;N;863;1014647
8161;159879;Y;865;1009046
3349;217;Y;359;1085783
3346;62852;N;292;1065025
23810;25284;N;15;1017067
10865;195157;Y;479;1005038
27744;316753;Y;124;1004033
3224;73669;;522;1036669
5188;4042;N;267;1068659
3681;63108;Y;71;1026701
33;48913;Y;564;1043105
260;31014;Y;229;1088596
16422;236662;N;1122;1002806
3491;60677;Y;304;1072516
3952;162263;Y;786;1020231
365;43273;Y;289;1075518
3735;71913;Y;210;1024879
11150;118513;N;63;1048646
6331;54817;N;348;1072904
3503;48287;N;398;1056883
4700;59248;Y;63;1087194
10877;40319;N;47;1089167
6155;83865;Y;193;1097112
30065;248358;Y;232;1043712
3638;43142;N;567;1031711
3762;50823;Y;514;1037509
28130;299644;N;217;1003856
13131;179135;N;144;1040159
7683;53182;N;225;1076131
1710;18538;Y;185;1086649
5554;52487;Y;282;1077274
7852;59644;Y;179;1039031
22019;292184;Y;388;1000784
1180;36819;N;36;1077262
4234;4715;N;207;1096638
2349;23849;Y;341;1056287
3231;58677;Y;451;1043699
8033;106812;Y;419;1047036
12239;155914;N;103;1035180
2119;43759;Y;248;1071459
8329;145691;N;328;1009264
20319;23534;Y;177;1043876
11220;149658;Y;388;1050249
3990;62846;Y;217;1077939
1745;78548;Y;669;1038785
14808;233663;Y;878;1017359
14913;99279;Y;331;1047084
2089;79518;;592;1026986
7986;110564;Y;136;1019065
8928;57505;N;348;1087643
3283;36913;Y;220;1077074
2457;52107;N;328;1089460
1629;3193;N;227;1075615
16790;250631;Y;150;1013483
5957;60971;N;366;1062833
516;87018;Y;424;1060861
7696;109495;Y;927;1014421
40459;573308;Y;266;1037354
1898;40145;N;187;1095350
6371;76988;N;447;1056587
4895;123473;N;608;1044914
1722;106085;Y;48;1010731
4897;73066;N;216;1089958
7761;112384;Y;266;1018939
4955;67989;N;571;1030630
483;37821;Y;1135;1098237
974;36184;Y;571;1030639
12671;167212;N;539;1041812
8322;73515;N;175;1061385
6964;65226;Y;526;1027256
5730;69343;Y;351;1065472
6993;81235;Y;458;1042910
242;41286;Y;360;1053722
2386;6412;Y;366;1062732
4587;100017;Y;611;1034413
2926;73419;N;376;1024975
1781;42691;Y;394;1076154
13195;25892;Y;165;1036501
1322;49709;Y;83;1074561
13237;124015;N;374;1081648
4172;37499;Y;249;1086251
6029;97037;Y;48;1033652
10113;59112;N;126;1096417
3681;52385;Y;288;1065717
1386;24556;N;183;1095574
3417;4556;Y;345;1073444
8789;76589;Y;271;1072494
15051;201648;Y;1181;1003506
3253;94567;Y;125;1055535
19549;31547;Y;96;1004838
4034;62949;Y;394;1066074
15268;145481;Y;246;1021207
6845;151541;Y;257;1040268
7391;145301;Y;713;1034826
13482;220967;Y;307;1016921
3112;38077;Y;195;1091955
10964;132114;Y;234;1059607
25258;141259;Y;120;1065980
11646;205248;Y;64;1033401
12010;117499;Y;214;1023114
5949;10824;Y;324;1072268
12776;162002;N;724;1033814
13208;141809;N;129;1090789
5627;147258;Y;801;1015461
2524;50173;Y;468;1048214
1066;47966;N;354;1054355
5229;6047;Y;277;1067232
1720;4134;Y;186;1086501
9905;72852;N;559;1033425
2761;144762;Y;870;1017964
3507;76925;N;882;1099191
12215;153343;Y;134;1049136
6768;108349;Y;891;1011465
1710;47785;Y;360;1063753
4905;19149;Y;199;1091756
3280;70659;Y;360;1070928
12648;17177;Y;6;1036010
2340;88821;Y;869;1014268
4447;98432;N;73;1067961
19110;11835;Y;277;1078056
10051;162775;Y;368;1007888
12446;81621;N;368;1062505
7244;53281;N;246;1084003
5410;126617;Y;668;1025707
12490;113871;Y;340;1056373
22;32332;Y;420;1061501
1966;136191;Y;908;1012631
1202;42508;Y;390;1076889
6873;86788;Y;10;1024910
18465;186292;Y;63;1064976
2879;5146;N;211;1096512
14275;162946;N;836;1011247
7736;130833;N;183;1036230
2471;43647;Y;241;1071291
21732;257959;Y;67;1063383
15230;127241;N;74;1055826
13149;163073;Y;783;1024974
3838;76039;Y;581;1027387
4754;67387;Y;185;1071484
3040;46888;Y;323;1059552
13766;128592;Y;499;1038868
17276;164274;N;287;1093356
12956;1055;Y;349;1072700
18618;218424;N;277;1030895
8505;50687;N;64;1089560
11614;122029;Y;212;1096455
3963;70594;Y;600;1039410
27406;174751;N;195;1064141
15091;149225;Y;419;1025077
16621;216261;Y;115;1004236
7222;109577;Y;1;1035513
2624;30258;N;242;1072512
1385;38693;Y;322;1059637
8156;64552;Y;251;1085872
8835;9817;N;353;1054482
2927;44152;N;370;1069294
24661;222655;Y;218;1001835
12730;112878;N;5;1094097
13423;180132;Y;611;1038513
3068;16882;Y;359;1050917
3340;84105;Y;178;1012132
14779;173911;Y;102;1007018
9355;105409;N;172;1018815
4069;95833;Y;860;1014719
1070;60606;Y;491;1059577
10654;201984;Y;996;1009309
11294;168557;Y;729;1020950
5093;95094;Y;723;1021429
11173;238283;Y;706;1017583
817;27594;N;190;1085734
8799;85875;Y;260;1054808
13364;150655;Y;20;1038116
521;5254;Y;463;1042478
19387;149763;N;77;1041917
2771;80918;N;426;1053219
4851;112755;Y;660;1034118
1329;5292;Y;69;1058610
16911;247954;N;113;1055773
1428;86237;Y;381;1022959
2585;39317;N;567;1031810
4793;63758;Y;480;1061654
9090;92902;Y;445;1067377
4663;98299;Y;137;1044166
5074;68952;Y;378;1079961
22220;112826;Y;144;1065599
4683;59535;Y;286;1079138
7805;150142;N;675;1003744
4279;5284;Y;464;1064537
2784;77122;N;284;1073797
3593207;457011;Y;337;1000604
2973;73644;Y;683;1029366
1825;31492;N;198;1096945
2366;73787;N;732;1032971
4460;63349;N;68;1053072
2606;61504;Y;417;1071425
6734;135905;Y;261;1050883
1253;35516;N;182;1095587
8378;99828;Y;328;1077166
3499;49161;Y;399;1074924
9258;158131;Y;3;1029183
4128;22959;N;142;1088047
1867;42772;Y;184;1086876
1080;33169;N;118;1068304
1745;179628;N;1035;1005513
472;58983;Y;582;1041261
2636;69647;Y;636;1036089
24488;212559;Y;395;1010022
3658;50482;N;413;1072262
2209;18531;N;113;1054317
11382;106483;N;259;1039081
4980;82389;Y;129;1031691
5100;653;;131;1088041
5511;119765;Y;938;1001528
17071;169866;N;238;1042685
1521;34627;N;269;1068392
4974;80398;Y;79;1054641
8575;103475;Y;152;1058135
3779;58121;N;363;1063221
2988;80826;;136;1063740
8860;159232;Y;700;1035883
7045;128871;Y;95;1022879
8779;97996;Y;266;1015020
586;3942;Y;376;1061186
7233;96222;Y;681;1029780
9264;97432;Y;44;1061074
2178;107579;N;619;1024559
175;34506;N;392;1066326
410;22997;N;194;1085013
3954;49922;N;228;1096041
1228;68269;Y;137;1016102
2716;31901;Y;272;1067872
2941;143265;Y;911;1012486
1710;3349;Y;304;1062792
2884;67417;Y;398;1040104
652;25793;Y;227;1075470
7478;72456;Y;66;1076388
1787;50397;Y;515;1055456
7366;91864;Y;484;1040235
4510;57007;Y;733;1032665
7466;133237;Y;666;1039053
6927;80184;Y;404;1030699
3736;53199;N;334;1088779
3333;11151;Y;1061;1003816
969;39557;Y;326;1058860
9678;62217;N;147;1095263
2506;81492;N;611;1025276
1599;120835;N;157;1027769
23854;144781;Y;301;1092165
1518;100702;Y;834;1016198
3547;73388;Y;66;1028560
3019;79506;Y;288;1098459
813;5157;Y;673;1032218
20784;26771;N;846;1098649
7385;149009;Y;676;1005219
8435;179586;Y;206;1024576
1829;82019;Y;529;1008480
16949;157583;N;1081;1098695
6516;78283;Y;29;1067893
1959;29024;N;267;1068675
7951;83559;Y;225;1093439
17257;313934;N;147;1009794
2521;30953;Y;79;1076471
16382;297848;N;110;1003077
12928;158035;Y;506;1038178
5020;70315;Y;320;1060123
6667;91952;Y;141;1033588
5062;67855;Y;306;1083995
35834;40002;N;196;1002702
8921;156512;Y;34;1006798
17352;291306;Y;229;1013761
3144;115003;N;681;1011265
2720;156286;Y;1320;1002576
3056;118986;Y;251;1006970
447;78564;N;519;1037003
4278;56126;Y;365;1070174
1000;57849;Y;356;1073531
10367;142865;N;184;1034288
8766;135944;Y;478;1041385
8822;158008;Y;258;1014190
3871;3381;Y;543;1051783
15937;91589;N;118;1055489
23318;181883;N;137;1014548
954;70338;Y;907;1099814
1239;31238;N;193;1095071
1664;29684;Y;313;1061318
7577;103801;Y;338;1088465
782;37072;Y;615;1024857
6915;168571;Y;410;1072634
7398;165937;Y;978;1010082
4020;69155;N;462;1054318
35775;452542;Y;161;1002667
12146;14819;Y;198;1020879
7679;119217;N;434;1045405
7025;132701;Y;23;1020729
2793;84993;Y;349;1065943
6848;61622;Y;379;1051497
3458;59422;N;266;1089509
115;31471;Y;606;1025657
2174;123194;Y;184;1013703
1175;246;Y;198;1084170
1678;29854;N;268;1081157
15151;143452;N;174;1025952
2185;3738;Y;325;1069261
719;45514;Y;227;1096071
1088;3371;Y;285;1087751
3877;77279;Y;60;1096238
32410;266225;Y;-1;1038414
6288;49292;N;161;1090692
11562;161885;Y;386;1015174
1612;151539;Y;1187;1004514
2835;39307;Y;215;1090072
7886;153173;Y;613;1034230
593;46034;Y;347;1087713
6595;10267;Y;5;1099906
30059;330472;Y;465;1007309
11802;152885;Y;384;1011028
850;3168;N;211;1094174
232;30607;Y;514;1037540
8530;74182;N;377;1080508
13465;220533;Y;911;1015340
6881;151312;Y;1096;1004254
38632;381536;Y;202;1026710
3512;59853;Y;263;1085479
1767;61106;Y;421;1018574
10164;10448;Y;382;1067700
3979;53594;Y;734;1024021
5904;62665;N;410;1072732
29724;230328;;776;1005354
11135;183252;Y;364;1006291
4181;45519;N;226;1075929
2632;49814;Y;451;1066641
388;3448;N;222;1093626
29310;360399;N;348;1055235
2498;39752;Y;335;1066529
10604;135109;N;443;1067685
205;39394;N;778;1020805
4521;97695;Y;29;1022783
4472;140471;Y;824;1016842
10459;15123;Y;388;1058827
4668;46071;N;293;1086518
16010;138088;N;177;1047413
20186;395121;Y;737;1020445
3457;78539;Y;831;1021372
3423;99239;N;728;1033377
5840;76872;Y;853;1015207
4865;52835;Y;96;1077981
2092;2238;Y;232;1088404
2471;65251;Y;437;1045117
1038;55892;Y;289;1076750
6439;68751;Y;229;1095997
5809;85637;Y;396;1075453
24888;281043;N;194;1020660
7543;184166;N;692;1027927
16096;7806;Y;281;1058502
5417;194464;Y;547;1000845
13848;188113;Y;426;1044891
4258;126638;Y;821;1014352
7140;75166;Y;572;1029764
1836;57943;Y;580;1041429
6827;73804;Y;331;1068317
3533;52297;Y;384;1067303
11921;117385;Y;988;1098647
8049;252461;Y;206;1010996
6855;70227;N;235;1073780
6315;50403;N;362;1085147
12012;184882;Y;88;1010406
17115;243691;Y;268;1003663
13830;128925;N;488;1060288
597;82096;Y;704;1035515
4928;78293;Y;263;1062432
1344;4654;Y;249;1086293
24527;284115;Y;539;1099189
1660;103359;Y;438;1006542
1117;2769;Y;264;1080971
8548;65971;Y;144;1089874
17484;219015;Y;412;1043193
1611;32088;Y;520;1036835
7500;44605;Y;278;1078127
5123;55315;Y;36;1090085
967;68202;N;257;1099486
603;37875;Y;315;1080844
8864016667;202812;N;776;1000031
26226;300341;N;64;1005623
1724;14504;Y;351;1054850
10938;12016;Y;182;1036011
2552;98425;Y;807;1018123
2052;58068;Y;672;1025286
678;120404;Y;1017;1005689
8766;77003;N;436;1052141
1880;84766;Y;798;1018990
1171;5903;Y;934;1099597
2898;53656;N;314;1061066
4401;3858;Y;197;1092001
2233;25818;N;224;1093456
15068;11734;Y;241;1017328
4469;88222;N;840;1020738
5477;78148;Y;86;1057984
1101;107904;Y;586;1027692
22311;33755;Y;238;1004664
11113;129924;Y;500;1005991
3406;109456;Y;799;1023692
17178;255472;N;305;1045522
6294;130241;N;532;1053330
17144;103832;N;97;1059176
3713;65582;Y;193;1097116
3486;22406;Y;300;1073357
20231;207991;Y;77;1023073
19814;249183;Y;1044;1099113
1193;3517;Y;245;1087169
6870;131184;Y;836;1007755
20524;21854;N;582;1036854
3961;49072;Y;374;1081410
4216;65418;Y;46;1077996
6980;102269;N;149;1011239
10365;147141;N;4;1046779
9297;120965;N;192;1085325
4796;64531;N;225;1096124
5663;67762;Y;543;1040547
3595;62124;Y;625;1032879
1291;31797;Y;220;1093698
12436;182576;Y;816;1014699
15941;18189;Y;580;1028469
2562;59772;;265;1094563
5884;9415;Y;32;1045818
1162;68641;Y;310;1061760
8945;56658;Y;265;1089701
89;31074;Y;616;1024534
6771;136229;N;747;1019497
1241;51242;Y;242;1095636
11974;111349;Y;409;1026454
14707;152709;Y;918;1012168
4575;82981;Y;695;1027477
4381;135521;N;374;1061529
5873;76488;Y;442;1044554
3330;55079;Y;398;1065306
4387;69918;Y;292;1032223
3405;89761;Y;433;1026339
12291;135944;Y;307;1037556
11500;136894;Y;719;1021737
3002;109971;Y;658;1021716
2354;33588;N;234;1074043
6052;8463;Y;129;1058284
8256;160457;N;322;1016536
2768;35297;Y;310;1061749
4817;64646;Y;411;1047747
19274;95316;N;761;1024909
7268;122589;N;361;1053562
13318;102142;N;615;1033992
6607;104465;Y;681;1029968
1050;28759;Y;706;1017554
2118;61889;Y;285;1076655
1574;5933;Y;132;1041848
1799;13396;Y;737;1031247
6488;105675;N;56;1042113
4972;63957;Y;45;1038256
5124;49798;Y;475;1041107
7526;116005;N;134;1020167
2234;6453;Y;634;1030274
3455;72661;Y;189;1092658
4129;5415;Y;433;1045456
3670;53341;Y;514;1055745
17075;178505;N;117;1018689
2109;101671;Y;19;1024836
6849;77931;Y;389;1058673
1704;14688;Y;321;1090223
18785;176874;Y;82;1007649
10528;135417;Y;96;1059471
10417;109941;Y;249;1046604
3172;53542;N;362;1085227
18239;171769;Y;113;1004647
1697;40231;Y;5;1092106
5505;95678;Y;474;1041223
3559;113155;N;442;1057246
7141;6858;Y;134;1073108
42715;382933;Y;183;1000029
3925;48957;N;339;1088441
4822;37776;Y;357;1064460
9431;15243;Y;269;1056895
20665;108048;Y;184;1047707
619;27718;Y;185;1078441
808;14486;Y;315;1080767
6633;84462;Y;176;1094803
1304;68893;Y;518;1043181
8105;9499;Y;174;1036480
16329;197702;Y;82;1014179
15403;148807;Y;157;1027462
48686;516327;Y;133;1098036
13815;2335;Y;495;1005939
20988;232616;Y;433;1013923
7352;117632;Y;75;1016972
461;24308;N;175;1083618
2104;80691;Y;563;1032790
322;45392;Y;453;1050078
2698;7619;N;556;1033780
29190;220298;Y;235;1010065
977;49423;Y;342;1073816
5303;82871;N;453;1043481
4973;85412;Y;526;1016978
6135;213262;Y;77;1010673
2125;8021;Y;724;1021403
3503;31552;N;185;1095440
4286;38381;N;341;1066982
11169;80324;Y;437;1058057
11725;118201;Y;508;1056564
4150;84128;Y;533;1035682
4007;80651;N;90;1026122
18727;229574;Y;811;1017667
8340;103802;;291;1087077
4819;42404;Y;194;1069729
7057;70747;Y;617;1033837
12032;15379;Y;335;1026060
6690;162616;N;187;1010872
4244;67946;Y;519;1043048
2801;31797;Y;220;1093706
10963;104892;Y;225;1096100
5500;59946;Y;230;1060624
3275;84668;Y;279;1078005
1963;58763;Y;285;1093502
6046;92315;Y;234;1053670
3843;73757;N;258;1022093
2445;39054;Y;224;1089150
2967;46099;N;313;1081766
8161;20416;N;544;1005403
5584;65133;Y;674;1031972
3483;55414;Y;670;1020779
1617;37752;Y;293;1092873
3946;92731;Y;513;1055809
16884;210241;Y;281;1054491
613;60536;Y;211;1044216
832;246;;196;1094896
13954;165108;Y;121;1027794
862;37597;N;38;1034753
7495;10872;Y;229;1042565
10169;78054;N;526;1047145
2513;33672;Y;227;1096062
5456;50337;Y;349;1065945
5360;36829;Y;4;1041100
750;47806;Y;245;1095501
3062;55615;Y;200;1026266
42676;568229;N;682;1002334
7692;122066;N;290;1039735
9263;120874;Y;674;1020453
9056;68741;N;318;1079696
3941;66157;Y;369;1069575
2923;24117;Y;409;1072826
15270;92311;Y;378;1026644
8196;110846;Y;75;1017363
8586;79952;;379;1060756
4589;5892;Y;322;1069631
2426;2986;Y;280;1077744
14792;261905;Y;159;1008659
3090;50406;N;341;1088162
2776;94384;N;167;1018500
5722;106548;Y;313;1061321
1287;38312;Y;299;1063651
7860;5083;Y;354;1086567
3224;54848;Y;125;1065791
3095;90424;Y;202;1042436
2470;10603;Y;920;1012147
13710;109711;Y;72;1043134
20794;216256;N;88;1005997
9862;91877;Y;17;1057249
3571;117982;Y;621;1043550
3214;70264;N;107;1057311
7170;102727;Y;431;1045652
19086;210516;N;373;1049040
2464;39534;N;213;1078703
6698;76338;Y;304;1091922
1280;4213;N;379;1051537
1428;48581;Y;308;1071937
3715;62266;Y;434;1068984
10784;130325;N;6;1043396
4159;88815;N;440;1018062
3815;72927;Y;799;1015599
4385;69149;Y;121;1068291
3539;60083;Y;438;1044966
5352;89078;N;579;1047870
23350;196836;Y;667;1007959
1255;107941;Y;473;1059527
1944;28024;N;134;1058073
10723;157703;Y;404;1023598
5693;47318;N;403;1073918
362;52308;Y;933;1007357
1820;70856;Y;630;1042670
314;36312;Y;256;1062583
1077;80892;Y;879;1017264
4846;35011;Y;226;1088936
13715;189843;Y;931;1011728
6792;125858;N;625;1043169
5954;122411;Y;267;1018230
8230;66387;N;344;1087965
5268;5581;Y;102;1064187
1838;91243;Y;777;1020840
3343;82759;Y;279;1027163
3718;78363;Y;382;1060073
8671;114471;Y;125;1038896
3781;28928;Y;358;1055905
2819;71723;Y;385;1056937
6721;163276;Y;328;1077204
7458;13733;Y;130;1004217
4696;35728;N;251;1085804
26173;342071;Y;647;1004752
4048;41012;N;266;1081975
1364;2116;Y;238;1087901
7174;148353;Y;67;1023743
6351;70632;Y;38;1093179
79;33654;Y;446;1044107
16096;154299;N;333;1057433
53702;60613;Y;757;1018413
15224;250156;Y;66;1007633
5479;100802;N;556;1034019
1126;54519;Y;485;1060893
5988;39229;N;250;1071270
798;11425;Y;254;1070506
4046;103536;Y;816;1011964
4907;57453;Y;335;1075613
9998;22288;Y;14;1040983
4306;83177;Y;473;1062774
6720;14532;Y;379;1004539
628;39091;Y;874;1099263
16688;158927;Y;154;1018937
7230;56984;Y;141;1095797
5144;74113;N;570;1030940
1109;61721;Y;374;1081528
29495;662103;Y;427;1008822
2854;35749;Y;226;1093371
35909;357111;N;217;1002430
4239;78836;N;442;1044529
343;35347;Y;467;1063820
10315;54634;Y;170;1085202
13334;115268;Y;278;1041256
5127;97364;Y;416;1054377
11460;151856;N;477;1047422
3461;108697;Y;210;1006908
4504;98414;Y;775;1020986
8992;118084;Y;84;1029215
8900;12939;;760;1018183
8629;152549;Y;244;1072294
14311;235301;N;120;1026395
2984;86788;Y;342;1081476
4868;71962;Y;376;1061250
23;157;Y;184;1093076
97;26366;Y;216;1096322
4681;112228;Y;129;1039721
768;58307;Y;406;1068176
1623;38605;Y;373;1068919
6675;10602;Y;855;1015043
6453;58827;Y;261;1069475
3313;9292;Y;718;1025301
3510;47724;Y;328;1077291
8191;55668;Y;381;1060287
11905;101309;N;49;1096176
4034;157879;Y;692;1018775
4494;102839;Y;66;1038841
5786;71746;N;222;1096191
5344;72862;N;229;1070267
3932;44519;Y;24;1066528
6704;146749;Y;852;1019853
14776;205894;Y;468;1006137
1763;5324;Y;154;1038430
6827;122934;Y;1133;1005731
493;36714;N;250;1091245
9539;101777;Y;504;1057044
3561;98081;N;281;1090438
16771;298504;Y;729;1021003
7167;59552;;433;1069068
5951;50612;Y;454;1043317
2527;53351;N;387;1077698
2950;40301;Y;358;1064123
2937;117041;Y;763;1017954
4880;9733;Y;461;1007245
15705;157577;Y;36;1027067
327205;200916;Y;920;1000906
27944;164433;Y;434;1037662
6303;79565;Y;455;1043000
10533;45805;N;221;1051838
4701;131543;Y;712;1025836
3019;90974;N;826;1013080
7972;85517;Y;8;1007211
14919;203508;N;220;1028998
3008;74462;Y;520;1037807
6566;94611;Y;508;1038100
5943;77257;Y;541;1033265
21344;283887;N;779;1001752
1351;79518;Y;435;1004419
5361;78766;N;357;1054062
9580;82095;Y;218;1063760
2848;96429;Y;549;1034429
271;44477;Y;525;1036373
24804;124363;Y;59;1061037
2575;60633;Y;483;1040285
4415;61747;N;260;1060770
397;162436;Y;940;1006844
3397;116905;Y;758;1014475
9105;173023;Y;598;1045920
2674;46008;Y;26;1036604
2953;7781;Y;1184;1003405
1701;48068;N;456;1049702
916;71869;Y;657;1034400
26782;426359;N;419;1023841
2033;60075;Y;582;1036910
4753;74528;Y;346;1012293
6923;17401;Y;291;1009464
8929;91772;N;262;1094284
15811;212143;N;630;1031292
35675;400495;N;426;1011462
10141;198409;Y;127;1063927
5372;47661;Y;218;1077738
3308;43635;Y;236;1086924
11063;89434;N;441;1051555
2077;66691;Y;587;1036353
4530;98425;N;711;1022294
5230;82417;Y;333;1068020
15163;162933;Y;220;1013511
4521;90761;N;634;1030293
48411;577938;Y;536;1005710
5065;61292;N;68;1096178
2873;49757;Y;402;1041956
7518;120741;Y;295;1015710
1741;28674;N;318;1060597
48149;517244;N;168;1002161
2466;122199;Y;923;1014701
8150;89435;N;328;1068760
14065;145579;N;255;1015721
57;38971;Y;11;1081423
6341;73148;N;314;1057334
1689;37394;Y;313;1081338
2017;67194;Y;127;1092466
855;22556;Y;525;1036382
4182;86881;Y;295;1064494
1405;73335;Y;733;1015488
5655;48144;Y;307;1083745
1082;13966;Y;271;1094238
2961;60204;N;273;1067758
11155;70096;Y;313;1071128
3381;79535;Y;360;1085545
2420;79764;Y;148;1022213
13178;67339;Y;66;1073391
3035;50279;N;146;1081729
9039;116128;N;17;1023817
1143;42805;Y;374;1081322
4906;101454;N;531;1026180
